-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  21.2   Longitude 113.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS50M
2025,4,9,23,92.35,23.37,1.66
2025,4,10,0,156.12,23.42,2.07
2025,4,10,1,243.8,23.46,2.46
2025,4,10,2,354.3,23.5,2.86
2025,4,10,3,471.17,23.53,3.02
2025,4,10,4,566.22,23.54,2.97
2025,4,10,5,555.2,23.54,2.91
2025,4,10,6,417.23,23.54,2.87
2025,4,10,7,406.35,23.55,2.99
2025,4,10,8,243.23,23.59,3.15
2025,4,10,9,101.0,23.67,3.24
2025,4,10,10,10.27,23.78,3.23
2025,4,10,11,0.0,23.88,3.24
2025,4,10,12,0.0,23.97,3.23
2025,4,10,13,0.0,24.04,3.23
2025,4,10,14,0.0,24.09,3.18
2025,4,10,15,0.0,24.11,3.17
2025,4,10,16,0.0,24.1,3.23
2025,4,10,17,0.0,24.08,3.41
2025,4,10,18,0.0,24.06,3.65
2025,4,10,19,0.0,24.04,3.96
2025,4,10,20,0.0,24.07,4.47
2025,4,10,21,0.0,24.13,5.04
2025,4,10,22,11.8,24.22,5.43
2025,4,10,23,114.62,24.31,5.59
2025,4,11,0,272.5,24.37,5.59
2025,4,11,1,501.8,24.46,5.84
2025,4,11,2,521.8,24.55,6.11
2025,4,11,3,670.5,24.65,6.19
2025,4,11,4,792.67,24.74,6.24
2025,4,11,5,660.47,24.78,6.25
2025,4,11,6,642.7,24.82,6.28
2025,4,11,7,501.95,24.83,6.41
2025,4,11,8,365.52,24.85,6.65
2025,4,11,9,153.07,24.92,7.04
2025,4,11,10,17.05,24.98,7.5
2025,4,11,11,0.0,25.08,7.93
2025,4,11,12,0.0,25.19,8.25
2025,4,11,13,0.0,25.27,8.23
2025,4,11,14,0.0,25.24,8.06
2025,4,11,15,0.0,25.13,7.93
2025,4,11,16,0.0,24.98,8.01
2025,4,11,17,0.0,24.85,8.32
2025,4,11,18,0.0,24.74,8.66
2025,4,11,19,0.0,24.7,8.93
2025,4,11,20,0.0,24.69,9.08
2025,4,11,21,0.0,24.7,9.01
2025,4,11,22,7.15,24.75,8.72
2025,4,11,23,65.85,24.8,8.35
2025,4,12,0,158.2,24.87,8.15
2025,4,12,1,317.2,24.91,8.19
2025,4,12,2,394.42,24.94,8.38
2025,4,12,3,345.67,24.96,8.66
2025,4,12,4,225.52,24.95,8.8
2025,4,12,5,330.75,24.92,8.36
2025,4,12,6,233.77,24.9,7.57
2025,4,12,7,203.8,24.87,6.65
2025,4,12,8,109.03,24.79,4.56
2025,4,12,9,46.95,24.51,7.52
2025,4,12,10,5.22,24.0,12.55
2025,4,12,11,0.0,23.63,14.28
2025,4,12,12,0.0,23.57,13.68
2025,4,12,13,0.0,23.59,12.64
2025,4,12,14,0.0,23.56,11.73
2025,4,12,15,0.0,23.52,11.5
2025,4,12,16,0.0,23.4,11.99
2025,4,12,17,0.0,23.3,12.65
2025,4,12,18,0.0,23.17,13.19
2025,4,12,19,0.0,22.99,13.33
2025,4,12,20,0.0,22.77,13.28
2025,4,12,21,0.0,22.52,13.29
2025,4,12,22,10.65,22.35,12.85
2025,4,12,23,84.07,22.31,11.87
2025,4,13,0,207.62,22.33,11.03
2025,4,13,1,394.0,22.37,10.36
2025,4,13,2,582.85,22.42,9.99
2025,4,13,3,588.33,22.43,9.85
2025,4,13,4,652.72,22.4,9.94
2025,4,13,5,589.15,22.41,9.98
2025,4,13,6,476.45,22.44,9.5
2025,4,13,7,266.8,22.52,8.6
2025,4,13,8,159.57,22.7,7.7
2025,4,13,9,88.3,22.93,6.81
2025,4,13,10,7.65,23.13,6.07
2025,4,13,11,0.0,23.26,5.41
2025,4,13,12,0.0,23.33,4.62
2025,4,13,13,0.0,23.35,3.83
2025,4,13,14,0.0,23.31,3.02
2025,4,13,15,0.0,23.22,2.23
2025,4,13,16,0.0,23.09,1.97
2025,4,13,17,0.0,22.95,2.35
2025,4,13,18,0.0,22.82,2.98
2025,4,13,19,0.0,22.69,3.39
2025,4,13,20,0.0,22.55,3.39
2025,4,13,21,0.0,22.45,3.22
2025,4,13,22,24.25,22.39,3.15
2025,4,13,23,174.1,22.36,3.56
2025,4,14,0,405.17,22.33,4.34
2025,4,14,1,637.53,22.3,5.11
2025,4,14,2,796.72,22.3,5.63
2025,4,14,3,865.53,22.41,5.42
2025,4,14,4,932.65,22.57,4.74
2025,4,14,5,892.42,22.74,4.09
2025,4,14,6,740.25,22.88,3.16
2025,4,14,7,564.53,22.95,2.21
2025,4,14,8,351.73,22.93,2.13
2025,4,14,9,156.25,22.86,2.82
2025,4,14,10,19.48,22.8,3.29
2025,4,14,11,0.0,22.78,3.64
2025,4,14,12,0.0,22.8,4.13
2025,4,14,13,0.0,22.82,4.51
2025,4,14,14,0.0,22.79,4.64
2025,4,14,15,0.0,22.84,4.68
2025,4,14,16,0.0,22.94,4.7
2025,4,14,17,0.0,22.97,4.51
2025,4,14,18,0.0,22.94,4.29
2025,4,14,19,0.0,22.91,4.14
2025,4,14,20,0.0,22.87,4.03
2025,4,14,21,0.0,22.75,3.93
2025,4,14,22,32.53,22.48,3.85
2025,4,14,23,216.27,22.21,3.63
2025,4,15,0,446.98,21.96,3.15
2025,4,15,1,667.58,21.86,2.88
2025,4,15,2,836.55,21.92,2.77
2025,4,15,3,929.83,22.11,2.56
2025,4,15,4,996.0,22.29,2.24
2025,4,15,5,924.75,22.49,1.84
2025,4,15,6,813.58,22.72,1.67
2025,4,15,7,619.83,22.95,1.74
2025,4,15,8,418.1,23.18,2.03
2025,4,15,9,183.35,23.38,2.75
2025,4,15,10,22.1,23.57,3.77
2025,4,15,11,0.0,23.67,4.67
2025,4,15,12,0.0,23.7,5.27
2025,4,15,13,0.0,23.67,5.57
2025,4,15,14,0.0,23.59,5.66
2025,4,15,15,0.0,23.47,5.47
2025,4,15,16,0.0,23.36,5.14
2025,4,15,17,0.0,23.24,4.82
2025,4,15,18,0.0,23.14,4.58
2025,4,15,19,0.0,23.09,4.33
2025,4,15,20,0.0,23.08,4.12
2025,4,15,21,0.0,23.05,4.0
2025,4,15,22,30.58,23.04,3.88
2025,4,15,23,178.55,23.05,3.82
2025,4,16,0,369.55,23.11,3.79
2025,4,16,1,575.03,23.18,3.58
2025,4,16,2,736.22,23.23,3.25
2025,4,16,3,854.47,23.24,3.27
2025,4,16,4,813.53,23.22,3.46
2025,4,16,5,911.5,23.18,3.71
2025,4,16,6,807.05,23.15,4.08
2025,4,16,7,626.65,23.14,4.56
2025,4,16,8,409.62,23.17,5.08
2025,4,16,9,170.5,23.26,5.19
2025,4,16,10,20.62,23.38,5.31
2025,4,16,11,0.0,23.5,5.57
2025,4,16,12,0.0,23.57,5.76
2025,4,16,13,0.0,23.61,5.82
2025,4,16,14,0.0,23.64,5.73
2025,4,16,15,0.0,23.63,5.46
2025,4,16,16,0.0,23.6,5.13
2025,4,16,17,0.0,23.59,4.96
2025,4,16,18,0.0,23.57,5.09
2025,4,16,19,0.0,23.55,5.41
2025,4,16,20,0.0,23.56,5.68
2025,4,16,21,0.0,23.58,5.65
2025,4,16,22,28.05,23.65,5.42
2025,4,16,23,177.1,23.73,5.05
2025,4,17,0,390.5,23.79,4.6
2025,4,17,1,573.92,23.86,4.16
2025,4,17,2,763.88,23.93,3.99
2025,4,17,3,888.33,23.98,4.35
2025,4,17,4,889.67,24.03,4.87
2025,4,17,5,880.8,24.05,5.12
2025,4,17,6,773.7,24.06,5.0
2025,4,17,7,579.78,24.07,4.73
2025,4,17,8,373.98,24.11,4.62
2025,4,17,9,160.02,24.14,4.77
2025,4,17,10,16.05,24.18,5.12
2025,4,17,11,0.0,24.22,5.56
2025,4,17,12,0.0,24.26,5.86
2025,4,17,13,0.0,24.29,6.05
2025,4,17,14,0.0,24.31,6.24
2025,4,17,15,0.0,24.3,6.39
2025,4,17,16,0.0,24.29,6.29
2025,4,17,17,0.0,24.28,5.85
2025,4,17,18,0.0,24.31,5.72
2025,4,17,19,0.0,24.38,5.75
2025,4,17,20,0.0,24.48,5.93
2025,4,17,21,0.0,24.56,6.24
2025,4,17,22,9.35,24.6,6.71
2025,4,17,23,74.95,24.65,7.13
2025,4,18,0,144.07,24.69,7.47
2025,4,18,1,245.0,24.74,7.66
2025,4,18,2,403.23,24.77,7.87
2025,4,18,3,546.25,24.79,8.07
2025,4,18,4,595.62,24.79,8.17
2025,4,18,5,576.4,24.77,8.18
2025,4,18,6,414.38,24.72,8.01
2025,4,18,7,327.92,24.66,7.78
2025,4,18,8,207.2,24.64,7.78
2025,4,18,9,76.47,24.65,7.89
2025,4,18,10,11.45,24.68,7.94
2025,4,18,11,0.0,24.71,7.94
2025,4,18,12,0.0,24.74,8.0
2025,4,18,13,0.0,24.78,8.14
2025,4,18,14,0.0,24.79,8.2
2025,4,18,15,0.0,24.77,8.09
2025,4,18,16,0.0,24.74,8.01
2025,4,18,17,0.0,24.71,7.98
2025,4,18,18,0.0,24.69,7.89
2025,4,18,19,0.0,24.65,7.79
2025,4,18,20,0.0,24.64,7.89
2025,4,18,21,0.0,24.64,8.16
2025,4,18,22,18.33,24.66,8.1
2025,4,18,23,111.35,24.68,7.76
2025,4,19,0,232.93,24.72,7.44
2025,4,19,1,409.6,24.74,7.2
2025,4,19,2,587.53,24.75,7.05
2025,4,19,3,683.03,24.77,6.72
2025,4,19,4,723.4,24.8,6.45
2025,4,19,5,641.47,24.82,6.38
2025,4,19,6,625.42,24.83,6.32
2025,4,19,7,460.83,24.85,6.35
2025,4,19,8,265.98,24.87,6.4
2025,4,19,9,100.43,24.9,6.61
2025,4,19,10,13.88,24.94,6.93
2025,4,19,11,0.0,24.98,7.23
2025,4,19,12,0.0,25.01,7.49
2025,4,19,13,0.0,25.04,7.61
2025,4,19,14,0.0,25.06,7.65
2025,4,19,15,0.0,25.04,7.75
2025,4,19,16,0.0,24.99,7.86
2025,4,19,17,0.0,24.95,7.86
2025,4,19,18,0.0,24.94,7.74
2025,4,19,19,0.0,24.93,7.5
2025,4,19,20,0.0,24.94,7.21
2025,4,19,21,0.0,24.95,6.77
2025,4,19,22,29.33,24.96,6.29
2025,4,19,23,160.9,25.01,5.86
2025,4,20,0,341.33,25.03,5.44
2025,4,20,1,563.28,25.06,5.05
2025,4,20,2,750.22,25.08,4.83
2025,4,20,3,768.97,25.1,4.78
2025,4,20,4,825.9,25.11,4.74
2025,4,20,5,734.03,25.1,4.63
2025,4,20,6,713.8,25.09,4.6
2025,4,20,7,511.08,25.1,4.72
2025,4,20,8,320.48,25.08,4.91
2025,4,20,9,150.2,25.1,5.1
2025,4,20,10,20.1,25.13,5.26
2025,4,20,11,0.0,25.15,5.45
2025,4,20,12,0.0,25.18,5.7
2025,4,20,13,0.0,25.2,5.93
2025,4,20,14,0.0,25.22,6.09
2025,4,20,15,0.0,25.22,6.28
2025,4,20,16,0.0,25.22,6.45
2025,4,20,17,0.0,25.28,6.65
2025,4,20,18,0.0,25.42,6.88
2025,4,20,19,0.0,25.5,6.95
2025,4,20,20,0.0,25.58,6.97
2025,4,20,21,0.0,25.68,6.99
2025,4,20,22,26.25,25.74,6.86
2025,4,20,23,148.62,25.85,6.78
2025,4,21,0,298.17,25.97,6.74
2025,4,21,1,516.6,26.06,6.69
2025,4,21,2,738.8,26.1,6.55
2025,4,21,3,824.33,26.05,6.06
2025,4,21,4,866.17,25.97,5.48
2025,4,21,5,832.88,25.92,4.88
2025,4,21,6,781.62,25.86,4.29
2025,4,21,7,627.72,25.84,3.89
2025,4,21,8,432.45,25.82,3.69
2025,4,21,9,209.7,25.84,3.76
2025,4,21,10,27.75,25.86,4.03
2025,4,21,11,0.0,25.87,4.38
2025,4,21,12,0.0,25.89,4.71
2025,4,21,13,0.0,25.88,4.96
2025,4,21,14,0.0,25.85,5.15
2025,4,21,15,0.0,25.79,5.31
2025,4,21,16,0.0,25.71,5.3
2025,4,21,17,0.0,25.66,5.16
2025,4,21,18,0.0,25.64,4.93
2025,4,21,19,0.0,25.64,4.63
2025,4,21,20,0.0,25.65,4.2
2025,4,21,21,0.0,25.63,3.95
2025,4,21,22,42.97,25.62,3.93
2025,4,21,23,227.07,25.66,3.99
2025,4,22,0,439.8,25.69,4.16
2025,4,22,1,640.5,25.73,4.36
2025,4,22,2,737.65,25.76,4.52
2025,4,22,3,774.85,25.78,4.53
2025,4,22,4,826.42,25.8,4.56
2025,4,22,5,801.83,25.82,4.74
2025,4,22,6,719.03,25.82,4.93
2025,4,22,7,570.92,25.84,5.09
2025,4,22,8,366.95,25.85,5.18
2025,4,22,9,172.52,25.87,5.23
2025,4,22,10,22.92,25.89,5.4
2025,4,22,11,0.0,25.92,5.66
2025,4,22,12,0.0,25.95,5.89
2025,4,22,13,0.0,25.98,5.98
2025,4,22,14,0.0,26.02,6.11
2025,4,22,15,0.0,26.02,6.23
2025,4,22,16,0.0,25.98,6.2
2025,4,22,17,0.0,25.97,6.02
2025,4,22,18,0.0,25.96,5.73
2025,4,22,19,0.0,25.93,5.3
2025,4,22,20,0.0,25.91,5.08
2025,4,22,21,0.0,25.91,4.95
2025,4,22,22,41.05,25.89,4.88
2025,4,22,23,186.45,25.91,5.0
2025,4,23,0,384.73,25.92,5.24
2025,4,23,1,543.97,25.95,5.3
2025,4,23,2,727.72,25.97,5.1
2025,4,23,3,805.08,25.98,4.75
2025,4,23,4,729.15,25.95,4.43
2025,4,23,5,757.9,25.93,4.21
2025,4,23,6,674.12,25.91,4.15
2025,4,23,7,574.03,25.89,4.26
2025,4,23,8,371.15,25.9,4.44
2025,4,23,9,165.9,25.94,4.55
2025,4,23,10,21.9,25.99,4.65
2025,4,23,11,0.0,26.02,4.78
2025,4,23,12,0.0,26.03,4.85
2025,4,23,13,0.0,26.05,4.84
2025,4,23,14,0.0,26.02,4.75
2025,4,23,15,0.0,26.0,4.89
2025,4,23,16,0.0,25.98,5.24
2025,4,23,17,0.0,25.96,5.53
2025,4,23,18,0.0,25.97,5.82
2025,4,23,19,0.0,25.98,6.02
2025,4,23,20,0.0,26.02,6.19
2025,4,23,21,0.0,26.07,6.07
2025,4,23,22,41.62,26.12,5.76
2025,4,23,23,216.27,26.19,5.56
2025,4,24,0,460.5,26.25,5.53
2025,4,24,1,643.47,26.3,5.69
2025,4,24,2,811.75,26.34,5.98
2025,4,24,3,897.53,26.37,6.17
2025,4,24,4,902.42,26.38,6.16
2025,4,24,5,825.22,26.38,6.02
2025,4,24,6,734.28,26.38,5.82
2025,4,24,7,526.1,26.39,5.64
2025,4,24,8,329.52,26.38,5.49
2025,4,24,9,144.0,26.35,5.17
2025,4,24,10,18.98,26.32,4.87
2025,4,24,11,0.0,26.29,4.75
2025,4,24,12,0.0,26.28,4.69
2025,4,24,13,0.0,26.25,4.57
2025,4,24,14,0.0,26.2,4.34
2025,4,24,15,0.0,26.14,4.37
2025,4,24,16,0.0,26.09,4.51
2025,4,24,17,0.0,26.05,4.47
2025,4,24,18,0.0,26.04,4.31
2025,4,24,19,0.0,26.06,4.05
2025,4,24,20,0.0,26.07,3.85
2025,4,24,21,0.0,26.07,3.95
2025,4,24,22,24.5,26.07,4.3
2025,4,24,23,116.88,26.08,4.58
2025,4,25,0,230.18,26.12,4.6
2025,4,25,1,261.38,26.16,4.64
2025,4,25,2,214.27,26.17,4.84
2025,4,25,3,121.78,26.11,4.71
2025,4,25,4,127.75,26.02,4.44
2025,4,25,5,169.25,25.94,4.33
2025,4,25,6,191.77,25.85,4.22
2025,4,25,7,209.02,25.8,4.06
2025,4,25,8,167.55,25.78,3.43
2025,4,25,9,95.47,25.86,2.61
2025,4,25,10,11.88,25.93,2.19
2025,4,25,11,0.0,25.99,3.6
2025,4,25,12,0.0,26.08,5.03
2025,4,25,13,0.0,26.18,5.71
2025,4,25,14,0.0,26.28,5.8
2025,4,25,15,0.0,26.28,5.42
2025,4,25,16,0.0,26.26,5.05
2025,4,25,17,0.0,26.19,4.89
2025,4,25,18,0.0,26.11,4.72
2025,4,25,19,0.0,26.04,4.5
2025,4,25,20,0.0,25.99,4.23
2025,4,25,21,0.0,25.93,3.97
2025,4,25,22,12.98,25.86,3.88
2025,4,25,23,69.97,25.79,3.96
2025,4,26,0,138.02,25.72,4.02
2025,4,26,1,225.15,25.67,4.16
2025,4,26,2,289.98,25.59,4.44
2025,4,26,3,409.5,25.52,4.7
2025,4,26,4,566.25,25.46,4.91
2025,4,26,5,566.5,25.36,5.15
2025,4,26,6,498.73,25.3,5.46
2025,4,26,7,412.17,25.25,5.83
2025,4,26,8,237.45,25.2,6.12
2025,4,26,9,89.4,25.16,6.42
2025,4,26,10,14.18,25.12,6.61
2025,4,26,11,0.0,25.12,6.62
2025,4,26,12,0.0,25.15,6.53
2025,4,26,13,0.0,25.2,6.39
2025,4,26,14,0.0,25.23,6.16
2025,4,26,15,0.0,25.26,5.99
2025,4,26,16,0.0,25.32,5.82
2025,4,26,17,0.0,25.36,5.75
2025,4,26,18,0.0,25.42,5.77
2025,4,26,19,0.0,25.48,5.8
2025,4,26,20,0.0,25.53,5.99
2025,4,26,21,0.0,25.58,6.12
2025,4,26,22,11.95,25.64,6.17
2025,4,26,23,64.93,25.7,6.09
2025,4,27,0,136.27,25.77,5.98
2025,4,27,1,285.9,25.81,5.74
2025,4,27,2,557.8,25.86,5.37
2025,4,27,3,777.88,25.86,5.0
2025,4,27,4,829.05,25.85,4.76
2025,4,27,5,763.83,25.81,4.64
2025,4,27,6,617.47,25.81,4.58
2025,4,27,7,484.42,25.81,4.54
2025,4,27,8,294.23,25.84,4.42
2025,4,27,9,116.72,25.9,4.31
2025,4,27,10,16.25,25.97,4.21
2025,4,27,11,0.0,26.01,4.14
2025,4,27,12,0.0,26.04,4.17
2025,4,27,13,0.0,26.06,4.29
2025,4,27,14,0.0,26.06,4.34
2025,4,27,15,0.0,26.02,4.25
2025,4,27,16,0.0,25.97,3.97
2025,4,27,17,0.0,25.92,3.49
2025,4,27,18,0.0,25.89,2.82
2025,4,27,19,0.0,25.88,1.97
2025,4,27,20,0.0,25.91,1.08
2025,4,27,21,0.0,25.87,0.64
2025,4,27,22,22.73,25.79,0.76
2025,4,27,23,112.35,25.72,0.91
2025,4,28,0,252.38,25.66,1.25
2025,4,28,1,376.38,25.63,1.66
2025,4,28,2,590.62,25.61,2.05
2025,4,28,3,679.95,25.63,2.56
2025,4,28,4,586.9,25.61,2.98
2025,4,28,5,620.47,25.59,3.06
2025,4,28,6,555.12,25.59,3.02
2025,4,28,7,441.88,25.62,2.95
2025,4,28,8,290.83,25.67,2.79
2025,4,28,9,142.05,25.71,2.49
2025,4,28,10,19.23,25.74,2.18
2025,4,28,11,0.0,25.76,2.07
2025,4,28,12,0.0,25.76,2.02
2025,4,28,13,0.0,25.74,1.83
2025,4,28,14,0.0,25.68,1.46
2025,4,28,15,0.0,25.7,1.12
2025,4,28,16,0.0,25.78,1.19
2025,4,28,17,0.0,25.83,1.78
2025,4,28,18,0.0,25.85,2.54
2025,4,28,19,0.0,25.89,3.27
2025,4,28,20,0.0,25.94,3.78
2025,4,28,21,0.0,25.93,4.24
2025,4,28,22,24.27,25.88,4.71
2025,4,28,23,101.0,25.84,5.25
2025,4,29,0,228.6,25.87,5.78
2025,4,29,1,298.52,25.9,6.35
2025,4,29,2,475.6,25.89,6.96
2025,4,29,3,717.28,25.89,7.28
2025,4,29,4,749.97,25.94,7.38
2025,4,29,5,726.1,25.99,7.45
2025,4,29,6,716.45,26.06,7.45
2025,4,29,7,563.55,26.12,7.4
2025,4,29,8,323.6,26.15,7.36
2025,4,29,9,121.7,26.11,7.34
2025,4,29,10,16.55,26.03,7.36
2025,4,29,11,0.0,25.98,7.18
2025,4,29,12,0.0,25.92,6.81
2025,4,29,13,0.0,25.88,6.37
2025,4,29,14,0.0,25.87,5.86
2025,4,29,15,0.0,25.77,5.45
2025,4,29,16,0.0,25.66,5.34
2025,4,29,17,0.0,25.56,5.44
2025,4,29,18,0.0,25.46,5.61
2025,4,29,19,0.0,25.4,5.67
2025,4,29,20,0.0,25.35,5.57
2025,4,29,21,0.0,25.37,5.35
2025,4,29,22,32.78,25.42,4.99
2025,4,29,23,166.32,25.47,4.62
2025,4,30,0,352.25,25.52,4.38
2025,4,30,1,506.35,25.54,4.43
2025,4,30,2,593.55,25.54,4.64
2025,4,30,3,651.08,25.51,4.77
2025,4,30,4,843.85,25.5,4.65
2025,4,30,5,871.1,25.48,4.27
2025,4,30,6,764.45,25.5,3.86
2025,4,30,7,574.65,25.55,3.58
2025,4,30,8,357.7,25.59,3.49
2025,4,30,9,155.8,25.67,3.54
2025,4,30,10,23.67,25.75,3.63
2025,4,30,11,0.0,25.83,3.63
2025,4,30,12,0.0,25.9,3.51
2025,4,30,13,0.0,26.0,3.33
2025,4,30,14,0.0,26.05,3.09
2025,4,30,15,0.0,26.05,3.03
2025,4,30,16,0.0,26.02,3.06
2025,4,30,17,0.0,25.97,3.08
2025,4,30,18,0.0,25.94,3.15
2025,4,30,19,0.0,25.92,3.18
2025,4,30,20,0.0,25.93,3.08
2025,4,30,21,0.0,25.93,2.71
2025,4,30,22,43.0,25.94,2.01
2025,4,30,23,193.65,25.98,1.26
2025,5,1,0,360.33,26.04,0.93
2025,5,1,1,554.53,26.12,0.7
2025,5,1,2,666.28,26.15,0.65
2025,5,1,3,684.4,26.08,1.25
2025,5,1,4,630.5,25.96,1.48
2025,5,1,5,663.85,25.83,1.32
2025,5,1,6,477.83,25.74,0.93
2025,5,1,7,342.05,25.68,0.48
2025,5,1,8,238.05,25.66,0.22
2025,5,1,9,111.38,25.69,0.55
2025,5,1,10,16.83,25.76,0.86
2025,5,1,11,0.0,25.82,1.13
2025,5,1,12,0.0,25.86,1.39
2025,5,1,13,0.0,25.9,1.64
2025,5,1,14,0.0,25.91,1.67
2025,5,1,15,0.0,25.9,1.46
2025,5,1,16,0.0,25.91,1.15
2025,5,1,17,0.0,25.89,0.91
2025,5,1,18,0.0,25.88,0.83
2025,5,1,19,0.0,25.88,0.78
2025,5,1,20,0.0,25.88,0.65
2025,5,1,21,0.0,25.89,0.58
2025,5,1,22,43.4,25.89,0.64
2025,5,1,23,199.57,25.91,0.85
2025,5,2,0,465.38,25.93,1.01
2025,5,2,1,661.47,25.99,1.08
2025,5,2,2,774.58,26.05,1.02
2025,5,2,3,871.45,26.1,0.82
2025,5,2,4,935.22,26.13,0.66
2025,5,2,5,910.2,26.18,0.72
2025,5,2,6,796.58,26.22,0.92
2025,5,2,7,623.12,26.27,1.23
2025,5,2,8,419.12,26.35,1.63
2025,5,2,9,178.25,26.49,1.98
2025,5,2,10,23.3,26.63,2.32
2025,5,2,11,0.0,26.73,2.68
2025,5,2,12,0.0,26.82,3.0
2025,5,2,13,0.0,26.89,3.23
2025,5,2,14,0.0,26.93,3.34
2025,5,2,15,0.0,26.95,3.33
2025,5,2,16,0.0,26.95,3.23
2025,5,2,17,0.0,26.98,3.13
2025,5,2,18,0.0,27.0,2.97
2025,5,2,19,0.0,27.04,2.74
2025,5,2,20,0.0,27.09,2.36
2025,5,2,21,0.0,27.1,2.04
2025,5,2,22,42.05,27.11,1.77
2025,5,2,23,177.27,27.13,1.42
2025,5,3,0,361.42,27.2,1.07
2025,5,3,1,542.83,27.27,0.82
2025,5,3,2,690.33,27.33,0.77
2025,5,3,3,812.42,27.3,0.82
2025,5,3,4,868.47,27.24,0.81
2025,5,3,5,828.05,27.2,0.83
2025,5,3,6,737.8,27.15,1.02
2025,5,3,7,549.85,27.13,1.45
2025,5,3,8,394.67,27.14,2.03
2025,5,3,9,191.2,27.17,2.58
2025,5,3,10,29.3,27.23,2.88
2025,5,3,11,0.0,27.25,2.91
2025,5,3,12,0.0,27.3,2.76
2025,5,3,13,0.0,27.31,2.48
2025,5,3,14,0.0,27.32,2.18
2025,5,3,15,0.0,27.35,2.08
2025,5,3,16,0.0,27.43,2.13
2025,5,3,17,0.0,27.48,2.14
2025,5,3,18,0.0,27.52,2.06
2025,5,3,19,0.0,27.55,2.0
2025,5,3,20,0.0,27.57,2.2
2025,5,3,21,0.0,27.56,2.51
2025,5,3,22,50.65,27.53,2.71
2025,5,3,23,199.38,27.52,2.78
2025,5,4,0,393.05,27.53,2.71
2025,5,4,1,583.08,27.57,2.54
2025,5,4,2,705.0,27.58,2.41
2025,5,4,3,766.75,27.57,2.51
2025,5,4,4,717.5,27.52,2.74
2025,5,4,5,682.5,27.48,2.99
2025,5,4,6,660.1,27.42,3.18
2025,5,4,7,513.05,27.4,3.3
2025,5,4,8,363.0,27.37,3.52
2025,5,4,9,170.73,27.39,3.75
2025,5,4,10,28.5,27.41,4.11
2025,5,4,11,0.0,27.44,4.54
2025,5,4,12,0.0,27.46,4.83
2025,5,4,13,0.0,27.46,5.02
2025,5,4,14,0.0,27.45,5.2
2025,5,4,15,0.0,27.42,5.38
2025,5,4,16,0.0,27.38,5.51
2025,5,4,17,0.0,27.35,5.35
2025,5,4,18,0.0,27.34,4.96
2025,5,4,19,0.0,27.33,4.63
2025,5,4,20,0.0,27.35,4.37
2025,5,4,21,0.0,27.37,4.15
2025,5,4,22,52.42,27.39,3.91
2025,5,4,23,210.35,27.46,3.75
2025,5,5,0,423.4,27.51,3.81
2025,5,5,1,531.7,27.57,4.02
2025,5,5,2,656.53,27.62,4.4
2025,5,5,3,792.35,27.66,4.72
2025,5,5,4,804.42,27.68,5.0
2025,5,5,5,715.28,27.7,5.37
2025,5,5,6,661.95,27.73,5.82
2025,5,5,7,544.8,27.76,6.26
2025,5,5,8,348.27,27.79,6.65
2025,5,5,9,147.6,27.8,6.88
2025,5,5,10,24.08,27.81,6.78
2025,5,5,11,0.0,27.81,6.7
2025,5,5,12,0.0,27.8,6.68
2025,5,5,13,0.0,27.78,6.63
2025,5,5,14,0.0,27.74,6.66
2025,5,5,15,0.0,27.71,6.62
2025,5,5,16,0.0,27.67,6.42
2025,5,5,17,0.0,27.64,6.12
2025,5,5,18,0.0,27.61,5.77
2025,5,5,19,0.0,27.59,5.39
2025,5,5,20,0.0,27.6,5.05
2025,5,5,21,0.0,27.63,4.9
2025,5,5,22,40.88,27.67,4.89
2025,5,5,23,149.6,27.73,4.94
2025,5,6,0,290.0,27.79,4.93
2025,5,6,1,522.65,27.82,4.84
2025,5,6,2,734.8,27.83,4.78
2025,5,6,3,833.08,27.8,4.71
2025,5,6,4,881.2,27.74,4.66
2025,5,6,5,877.72,27.69,4.62
2025,5,6,6,689.75,27.65,4.54
2025,5,6,7,550.5,27.63,4.51
2025,5,6,8,386.77,27.64,4.44
2025,5,6,9,186.5,27.61,4.42
2025,5,6,10,30.67,27.6,4.44
2025,5,6,11,0.0,27.62,4.56
2025,5,6,12,0.0,27.62,4.74
2025,5,6,13,0.0,27.62,4.99
2025,5,6,14,0.0,27.6,5.22
2025,5,6,15,0.0,27.64,5.48
2025,5,6,16,0.0,27.72,5.63
2025,5,6,17,0.0,27.77,5.57
2025,5,6,18,0.0,27.83,5.39
2025,5,6,19,0.0,27.9,5.22
2025,5,6,20,0.0,27.97,5.23
2025,5,6,21,0.0,28.0,5.28
2025,5,6,22,51.0,28.0,5.3
2025,5,6,23,189.75,28.01,5.16
2025,5,7,0,365.25,28.04,4.88
