"ArchiveBatch","Section","FileName","Extension","Bytes","Modified","SHA256","RelativePath"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_validate_common_schema_4_2.m",".m","867","2026-07-19 19:27:32","90E84D8752CBB9169A28980D70353048BEA0527FF1D6E9018FF13A9126F72C1F","2026-07-23_V4前研发资料\01_模块研发源资料\4.2变量与接口\demo_validate_common_schema_4_2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","MATLAB校验报告.md",".md","1169","2026-07-20 18:26:02","C34FB17E7EEB5788FA2E063132800C41130264705581CFFFF5290B4F73A80F9E","2026-07-23_V4前研发资料\01_模块研发源资料\4.2变量与接口\MATLAB校验报告.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","run_all_tests_4_2.m",".m","4686","2026-07-20 18:16:33","B07F80AAA3D11797E846655E54B7300DEB9B198C8374FF1785EA4084CF8950F7","2026-07-23_V4前研发资料\01_模块研发源资料\4.2变量与接口\run_all_tests_4_2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","validate_common_schema_4_2.m",".m","13488","2026-07-20 18:15:57","98204A9FE939A50C36896AB565D9C5158EDF069F2413E352329134580706DCBC","2026-07-23_V4前研发资料\01_模块研发源资料\4.2变量与接口\validate_common_schema_4_2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","validate_module_packet_4_2.m",".m","8016","2026-07-20 18:15:58","7F01121A77D8BB0EFC809F6065F9D5317A6F77B8652741FCDE9D6C8A20B34DB7","2026-07-23_V4前研发资料\01_模块研发源资料\4.2变量与接口\validate_module_packet_4_2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","skia.node.redundant",".redundant","24231424","2026-07-16 13:57:09","4E5B185CCDFFCEEDE5468B47C4646E2CE66F4E85EC35A753007EC32CB8720498","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\_待清理_node_modules_非成果\@oai\artifact-tool\node_modules\skia-canvas\lib\skia.node.redundant"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3参数清单基础框架目标约束.md",".md","28762","2026-07-15 00:06:28","98CEACE4A8DA9D3B6800279858579EA8C45CF21F0C63E7B39B896A891782DEC8","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\4.3参数清单基础框架目标约束.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3多能源供给模型_写作准备.md",".md","27782","2026-07-15 10:36:33","F11D2CFAF9DDDA6F1B77FF7A4E51034E7367FB8BC1065B461E5016625DDD566D","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\4.3多能源供给模型_写作准备.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","06_企业交流清单.png",".png","499855","2026-07-15 12:25:53","96543399323829C6A1E8E7CC195BAF9B774563D3E6FDDDBA5E712053F3B369A4","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_4_9_multiobjective_update\previews\06_企业交流清单.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","08_4.8-4.9目标架构.png",".png","591017","2026-07-15 12:25:55","195A09AB85459C149DE29BA7258576E30A8A70402A3372673A1831A3CC696F16","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_4_9_multiobjective_update\previews\08_4.8-4.9目标架构.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","09_多目标企业交流清单.png",".png","541819","2026-07-15 12:25:56","3F1C14BEFFE1F1C92F06AE19B22790F7258CC06D11A52C924B9AEB67ABF5EED9","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_4_9_multiobjective_update\previews\09_多目标企业交流清单.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","蓝海枢纽_4.3-4.9数据冻结与多目标证据矩阵.xlsx",".xlsx","73001","2026-07-15 19:30:46","3245622DBC0D8DCA1838121444B08BF28C357733F4532934CBCAFC4659136C48","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_4_9_multiobjective_update\蓝海枢纽_4.3-4.9数据冻结与多目标证据矩阵.xlsx"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3模型接口图.png",".png","250660","2026-07-15 18:49:24","2C94D72C1BA7802F98C12718E793BC51B43B433548F8CA0C9B4155866C5A3BCC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_enterprise_exchange_pack\4.3模型接口图.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3企业交流会前工作包.xlsx",".xlsx","22629","2026-07-15 19:29:15","D725B95ED8CD7078E2821CE45B253E07987F53B91E43AE8A816ECCB88F95332F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_enterprise_exchange_pack\4.3企业交流会前工作包.xlsx"
"2026-07-23_V4前研发资料","01_模块研发源资料","01_深圳能源定向清单.png",".png","362012","2026-07-15 18:49:22","97154CF93E402DFB869284C61066D13D3EB259F6FE58E5A467E9B7A15825CEB5","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_enterprise_exchange_pack\previews\01_深圳能源定向清单.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","02_明阳风电定向清单.png",".png","390006","2026-07-15 18:49:23","195078E9C6FAF53BB4AD962D1AA900D06BBC67FDF2B721EF6F41C83A7DEFA8D9","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_enterprise_exchange_pack\previews\02_明阳风电定向清单.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","03_公开已知_无需再问.png",".png","228370","2026-07-15 18:49:24","92B68420B97111641F2DB1F351F54A5CD4AC087AF2CF6E0A64E105E32DF44B54","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\outputs\4_3_enterprise_exchange_pack\previews\03_公开已知_无需再问.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_multi_source_complementarity_v2.m",".m","6414","2026-07-14 15:25:04","52ACB7E2546062F3DD116154082F7E4B573226B6A477B3E89EEA04A562941374","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\demo_multi_source_complementarity_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","multi_source_complementarity_v2.m",".m","13784","2026-07-14 15:29:45","AB2771B2F3E029B871652395C6BB7429E34D98464141EFB937E300376451D4C4","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\multi_source_complementarity_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","潮流能发电子模型.md",".md","8132","2026-07-14 11:40:33","C2D53D4EEFC7BB017A08ECACDE8F71936C7B90617B4919078DF2DE523E88D736","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\潮流能发电子模型.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系.md",".md","10093","2026-07-14 11:43:38","3320F8C960E0ED93E9E727B8F3767B915B7A70BCBEE259B5892496B926584E41","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\多能源互补体系.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源模块概述.md",".md","58032","2026-07-14 11:47:10","AFCCD27FFFFBD6DE7EA20D585754468713DF63103DD430158305812233292CCE","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\多能源模块概述.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","海洋新能源集群设计(可用于C3).md",".md","9234","2026-07-14 11:49:18","07598A0CF8B291A19FC636C587E7147159056AF70BC4541FC9A2094B12356DE2","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\海洋新能源集群设计(可用于C3).md"
"2026-07-23_V4前研发资料","01_模块研发源资料","漂浮式风电子模型.md",".md","14801","2026-07-14 19:46:39","E430FEAA7862B42B5C8EACAB837E8B32C40ED25D2E9FD42A9E521C3734325F8B","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\漂浮式风电子模型.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","漂浮式光伏子模型.md",".md","7730","2026-07-14 11:38:43","08F1875BE60452596FC1BE6FBDD18C1578BD0DE4B4437BAB849AC35FB651CC03","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v1\漂浮式光伏子模型.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_tidal_current_dispatch_v2.m",".m","3424","2026-07-16 12:15:22","7C98126060EB38D31563B9372ADD1C043CB1D81535B26CB0B28F0EB5060F7316","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\潮流能模型\demo_tidal_current_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","tidal_current_dispatch_v2.m",".m","14997","2026-07-16 12:21:41","F72FFBB6D738DA4F811A0172171664E2C56DF5D4D0AF948D1CF3F3F69D9088AC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\潮流能模型\tidal_current_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","潮流能发电子模型_v2.md",".md","15187","2026-07-15 15:00:40","8E638C8787368559B7D316CA21ABB37409DD710746CCBEF0250CE72B83992991","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\潮流能模型\潮流能发电子模型_v2.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_floating_wind_dispatch_v2.m",".m","2814","2026-07-16 12:24:26","B608E915343065302D94F376736B88A20A066056FD5A7DFEB73AE2649DBA0AF0","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\风电模型\demo_floating_wind_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_wind_dispatch_v2.m",".m","12117","2026-07-16 12:24:24","26C34EEAECC759C903676C14BB047FD4C37A64FDA4F693434A308EAAD26F4816","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\风电模型\floating_wind_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","漂浮式风电子模型_v2.md",".md","15387","2026-07-14 20:18:21","0307DA3A62BCEC56B7BFCFC073D31D519577023C89A43B04C8BEC391942FCFA1","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\风电模型\漂浮式风电子模型_v2.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","README.md",".md","2221","2026-07-16 12:49:18","54734F9B7FB456CF0C8C9BB567F17556E5EDFA0ACB14E6870D3589EB6FA52D52","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\README.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","tidal_current_dispatch_v2.m",".m","14997","2026-07-16 12:21:41","F72FFBB6D738DA4F811A0172171664E2C56DF5D4D0AF948D1CF3F3F69D9088AC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\潮流能模型\tidal_current_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_wind_dispatch_v2.m",".m","12534","2026-07-16 12:54:24","7CA61ADD6AD898DD116FDF6DE9D8298D44DB5F15CBA82E70F6146D59FC97F327","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\风电模型\floating_wind_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_pv_dispatch_v2.m",".m","14858","2026-07-16 12:54:27","4DC074F6A6C4CFB6DF6904EA99EC45045C7F8BC8B435AABD577A074193EA5D5C","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\光伏模型\floating_pv_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","device_output_to_source_4_3_v3.m",".m","4671","2026-07-16 12:25:49","4C884F0F6A430DE68AA0E76FF4043F6D7DD99A5C211ADC64BC6B0006D76F93E3","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\互补体系模型\device_output_to_source_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_aggregation_4_3_v3.m",".m","10657","2026-07-16 12:23:18","FD9DB3183C704960FE860A52D8702EA697ECC47BFEB9079499014FEA892449D2","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\互补体系模型\source_aggregation_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_complementarity_metrics_v3.m",".m","2269","2026-07-14 15:56:57","50496B2083632ED8D7F4117829B9FAF163AFA2AF911F57D738AE85B3C1E7DA37","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\互补体系模型\source_complementarity_metrics_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","参数可识别性清单.md",".md","5503","2026-07-16 12:49:21","8BC71B5A1853E7509AD322DC65791C2D2AA46A71EC3A5D1ED2F8945BD12C3265","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\文档\参数可识别性清单.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系_v2.3_4.3.md",".md","13140","2026-07-16 12:20:27","46FF7F6A54561AC36E0C67890491C67A2E2E3FF855A0F010A1480FAF45DF443F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\文档\多能源互补体系_v2.3_4.3.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","海洋能源岛源侧模型_v2.md",".md","22086","2026-07-16 12:20:24","F3DA606D402CAE63BD7F27091395CC80ABC750873D7780ADD5EC14B1649BA778","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\文档\海洋能源岛源侧模型_v2.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_public_baseline_v2.m",".m","11520","2026-07-16 15:18:12","08C568A52439912A68EFAE60E38296D5618028D170E8F771AD80CC24648B0AB1","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\demo_public_baseline_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","public_baseline_v2_result.mat",".mat","473972","2026-07-16 20:17:11","BC592E9A016E7EEEC310DA35C91D78C68EAA0EA9147523350BC4BEF6EF6DCA51","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\public_baseline_v2_result.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","01_潮流能双向功率曲线.png",".png","58121","2026-07-16 20:19:25","402D51403E4282D71ECCFFFC3FC76B20DD6434C26C8AD43FF2294F01423399F5","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\运行结果\01_潮流能双向功率曲线.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","02_多源聚合与功率平衡.png",".png","89573","2026-07-16 20:19:27","5D39CA7CFA41DB6CCC38986C9127A5E4BAA22CF50CC191FA766B923A49D54F74","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\运行结果\02_多源聚合与功率平衡.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","03_风机功率曲线与状态机.png",".png","53645","2026-07-16 20:19:28","01D6D8404116B5B2BBB95D495F0E560C1703135438F9B6DD8B5F632466EFE985","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\运行结果\03_风机功率曲线与状态机.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","public_baseline_v2_result_with_figures.mat",".mat","473972","2026-07-16 20:19:28","C9BAD3F1B6798027F43488EBA2E6DE6DE194731E29A77AA08AF5424A64244B9A","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\运行结果\public_baseline_v2_result_with_figures.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","运行报告.md",".md","3312","2026-07-16 20:21:57","A69F01C2B68BCA0A99D19F5AE9A81F0741AB82664309AB82425E94035678C2EC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\演示\运行结果\运行报告.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","bus_balance_4_4_v3.m",".m","3189","2026-07-14 15:56:56","025BE7CF6DD1D86C00557D5063CC92D96FE12C47D7D3253E790E994581A4D292","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\源侧模型\bus_balance_4_4_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","marine_source_hub_v3.m",".m","1353","2026-07-15 15:40:06","1C605BF21EF11662F0FAA45B38C7C46FDDE374C12D368360B1ADA55763319BE0","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\公共基线模型_v2\源侧模型\marine_source_hub_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_floating_pv_dispatch_v2.m",".m","3402","2026-07-16 12:15:19","B7209373B4ECE6DC77A53FCE22B21FB437B38CF0C5C0E1935E4918E5E36906F6","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\光伏模型\demo_floating_pv_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_pv_dispatch_v2.m",".m","14448","2026-07-16 12:21:38","8FBEB9ADDCE79910E4C65B7BCD913D83AFD2ADEB35671008E16B5846FFC279B5","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\光伏模型\floating_pv_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","漂浮式光伏子模型_v2.md",".md","16608","2026-07-14 20:19:21","E88A74154DD7FC1EB4D51ED67AA9766D9A31722F8AB6D5C959E8E59506239E11","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\光伏模型\漂浮式光伏子模型_v2.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_device_models_to_4_3_v3.m",".m","4282","2026-07-16 15:18:13","5949EBC99D3236F39341344D08E29258CD9FA3C7CD0D004E603971B49C5C7C72","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\demo_device_models_to_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_source_aggregation_4_3_v3.m",".m","3299","2026-07-16 15:18:44","C65BC0939BA025300862D98E7D16AB44004C5CEB822C295359B2D70A218EAC65","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\demo_source_aggregation_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","device_output_to_source_4_3_v3.m",".m","4671","2026-07-16 12:25:49","4C884F0F6A430DE68AA0E76FF4043F6D7DD99A5C211ADC64BC6B0006D76F93E3","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\device_output_to_source_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_aggregation_4_3_v3.m",".m","10657","2026-07-16 12:23:18","FD9DB3183C704960FE860A52D8702EA697ECC47BFEB9079499014FEA892449D2","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\source_aggregation_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_complementarity_metrics_v3.m",".m","2269","2026-07-14 15:56:57","50496B2083632ED8D7F4117829B9FAF163AFA2AF911F57D738AE85B3C1E7DA37","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\source_complementarity_metrics_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系_v2.1.md",".md","21072","2026-07-15 15:20:36","EF428A7EDB45C4E1654E29C116F7092D44D9B7C4C5DCF8EFAC995CBB6587EE4B","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\多能源互补体系_v2.1.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系_v2.2.md",".md","18006","2026-07-14 20:30:52","C11B13F59B894C5795D41D0F1FACE2A8DFE0F8C32EC3BA577E75BE17B01B8EAF","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\多能源互补体系_v2.2.md"
